radio_flux_10.7cm_t5;radio_flux_10.7cm_t4;radio_flux_10.7cm_t3;radio_flux_10.7cm_t2;radio_flux_10.7cm_t1;sesc_sunspot_number_t5;sesc_sunspot_number_t4;sesc_sunspot_number_t3;sesc_sunspot_number_t2;sesc_sunspot_number_t1;sunspot_area_t5;sunspot_area_t4;sunspot_area_t3;sunspot_area_t2;sunspot_area_t1;goes15_xray_bkgd_flux_t5;goes15_xray_bkgd_flux_t4;goes15_xray_bkgd_flux_t3;goes15_xray_bkgd_flux_t2;goes15_xray_bkgd_flux_t1;z_component_wmfr_t5;z_component_wmfr_t4;z_component_wmfr_t3;z_component_wmfr_t2;z_component_wmfr_t1;p_component_wmfr_t5;p_component_wmfr_t4;p_component_wmfr_t3;p_component_wmfr_t2;p_component_wmfr_t1;c_component_wmfr_t5;c_component_wmfr_t4;c_component_wmfr_t3;c_component_wmfr_t2;c_component_wmfr_t1;mag_type_wmfr_t5;mag_type_wmfr_t4;mag_type_wmfr_t3;mag_type_wmfr_t2;mag_type_wmfr_t1;flare_t3do
-1.141189;-1.117402;-1.117402;-1.141189;-1.141189;-1.174403;-0.978794;-0.948700;-1.174403;-1.174403;-0.911686;-0.894499;-0.877311;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-0.998322;-0.998322;-1.235247;-1.238181;-1.238181;-1.005711;-1.005711;-1.238181;-1.257428;-1.257428;-0.987804;-0.987804;-1.257428;-1.243321;-1.243321;-0.979955;-0.979955;-1.243321;0.000000
-0.427590;-0.498950;-0.546524;-0.522737;-0.475164;-0.286637;-0.843372;-0.692903;-0.422059;-0.437106;0.050828;-0.189801;-0.206988;-0.103862;-0.224176;-0.332376;-0.403859;-0.418155;-0.403859;-0.461045;-0.374594;-0.422446;-0.885288;-0.648363;-0.375212;-0.252209;-0.300341;-0.765282;-0.532811;-0.274733;-0.214717;-0.195478;-0.949535;-0.679910;-0.429526;-0.438105;-0.422632;-0.979955;-0.670525;-0.422632;0.000000
0.024355;0.048142;-0.070791;0.095715;0.143288;0.390473;-0.015793;-0.241496;0.119629;0.721504;-0.241364;-0.275739;-0.516368;-0.430429;-0.035111;-0.132223;-0.132223;-0.203706;-0.103630;-0.075037;0.471131;0.259523;0.230711;-0.174611;0.167788;0.326567;0.091013;0.091013;-0.234599;0.026602;0.360107;0.090483;0.071243;-0.217411;0.109722;0.351993;0.088627;0.073154;-0.220804;0.058035;1.000000
-1.141189;-1.117402;-1.141189;-1.141189;-1.141189;-0.963747;-1.174403;-1.174403;-1.174403;-1.174403;-0.842935;-0.911686;-0.911686;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-0.976405;-0.976405;-1.235247;-1.235247;-1.235247;-0.980103;-0.980103;-1.238181;-1.238181;-1.238181;-0.987804;-0.987804;-1.257428;-1.257428;-1.257428;-0.979955;-0.979955;-1.243321;-1.243321;-1.243321;0.000000
-0.070791;0.000569;0.095715;0.095715;0.095715;0.616176;0.375426;0.917114;0.540942;0.360379;0.102391;0.205518;0.085204;0.016453;-0.155425;-0.189409;-0.132223;0.096523;0.296676;1.683448;1.054318;0.616793;0.452564;0.973646;0.576549;1.027140;0.610252;0.332772;0.868291;0.587728;1.130500;0.572222;0.321837;0.899355;0.648971;1.065080;0.553821;0.305928;1.041481;0.584766;1.000000
2.688457;2.569523;2.141364;2.260297;1.832138;2.181052;2.256287;2.090771;2.045631;0.871973;3.866510;3.557131;2.439926;2.199298;2.164922;8.688791;27.989225;3.113109;1.826414;4.113873;3.145456;2.001118;2.685243;2.920002;2.566274;3.098235;2.120260;2.984400;3.067792;2.622253;3.039593;1.922827;2.731699;2.883402;2.459381;3.141815;2.134417;2.878450;2.831276;2.412500;1.000000
0.619021;0.333581;0.357368;0.214648;0.286008;0.074488;0.420567;0.240004;0.224957;0.179816;1.494600;1.443036;0.772714;0.583649;0.772714;0.096523;0.010743;0.096523;0.096523;0.396752;0.115585;-0.102772;0.436732;0.407303;-0.345783;0.268743;-0.034305;0.289515;0.456244;-0.204156;0.365704;-0.137968;0.382040;0.109722;-0.157208;0.742041;0.058790;0.570049;0.570049;-0.002747;1.000000
0.262221;0.309795;0.404941;0.357368;0.404941;0.841880;1.248145;0.555989;1.067583;0.706458;0.532085;0.858653;0.360208;0.343020;-0.086674;0.168006;-0.003553;0.082226;0.110819;0.239489;0.412224;1.046285;1.359872;0.649100;1.370783;0.496378;1.241883;1.570539;0.703276;1.403810;0.341077;1.149949;1.457843;0.648971;1.710921;0.996172;1.366385;1.420928;0.676896;1.405456;1.000000
-0.998469;-0.974683;-0.950896;-0.950896;-0.974683;-1.174403;-1.174403;-1.174403;-1.008888;-0.993841;-0.911686;-0.911686;-0.911686;-0.894499;-0.894499;-0.586855;-0.591144;-0.586855;-0.586855;-0.589715;-1.235247;-1.235247;-1.235247;-1.235247;-1.009329;-1.238181;-1.238181;-1.238181;-1.238181;-1.005711;-1.257428;-1.257428;-1.257428;-1.257428;-1.007044;-1.243321;-1.243321;-1.243321;-1.243321;-0.995428;0.000000
-1.093616;-1.141189;-1.141189;-1.117402;-1.117402;-1.174403;-1.174403;-1.174403;-1.174403;-1.174403;-0.911686;-0.911686;-0.911686;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-1.235247;-1.235247;-1.235247;-1.238181;-1.238181;-1.238181;-1.238181;-1.238181;-1.257428;-1.257428;-1.257428;-1.257428;-1.257428;-1.243321;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
-0.998469;-1.022256;-1.022256;-1.022256;-1.022256;-0.963747;-1.008888;-1.174403;-1.174403;-1.174403;-0.860123;-0.894499;-0.911686;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-0.998322;-0.998322;-0.979900;-1.235247;-1.235247;-1.005711;-1.005711;-0.983186;-1.238181;-1.238181;-0.987804;-0.987804;-1.007044;-1.257428;-1.257428;-0.979955;-0.979955;-0.995428;-1.243321;-1.243321;0.000000
0.880674;0.880674;1.166113;1.142326;1.047180;0.676364;0.706458;1.248145;1.293286;0.902067;1.357098;0.944591;0.893028;1.047718;0.600836;0.339565;0.425345;0.554015;0.396752;0.310972;1.145435;1.105248;1.231728;1.524206;1.250862;1.270626;1.038155;0.752770;1.810967;1.507919;1.130500;0.937625;0.899355;1.457634;1.345309;1.531029;0.924789;0.970853;1.436047;1.095671;1.000000
0.309795;0.428728;0.547661;0.500088;0.547661;0.616176;0.736551;0.555989;0.375426;0.465707;0.016453;0.085204;0.205518;0.102391;0.119579;0.067930;0.082226;0.168006;0.039336;0.110819;0.365086;0.890185;1.090690;0.660773;0.536731;0.300960;1.051378;1.312461;0.847558;0.770815;0.632634;1.133403;1.364548;0.863779;0.610492;0.382938;0.878724;1.531029;1.035243;0.599886;1.000000
-0.927109;-0.927109;-0.974683;-0.950896;-0.950896;-0.828325;-1.008888;-1.008888;-1.008888;-1.008888;-0.808560;-0.808560;-0.808560;-0.825748;-0.808560;-0.528239;-0.579707;-0.585426;-0.589715;-0.582566;-0.498636;-0.753983;-0.979900;-0.979900;-0.979900;-0.492638;-0.747633;-0.980103;-0.980103;-0.980103;-0.506275;-0.756659;-1.007044;-1.007044;-1.007044;-0.499642;-0.747535;-0.995428;-0.995428;-0.995428;0.000000
0.357368;0.428728;0.381155;0.262221;0.190862;0.540942;0.932161;1.067583;0.706458;0.887020;1.236783;1.116469;1.374285;0.343020;0.257081;-0.075037;-0.146520;0.053633;0.353862;0.239489;-0.190491;0.101227;0.724385;0.698973;0.746207;-0.059912;0.172558;0.547593;0.711239;0.329689;-0.137968;0.112416;0.670904;0.417616;0.379347;0.221548;0.306683;0.848888;0.413530;0.459595;1.000000
-0.879536;-0.903323;-0.879536;-0.831963;-0.808176;-1.008888;-0.843372;-0.783184;-0.722997;-0.602622;-0.894499;-0.860123;-0.808560;-0.739809;-0.705433;-0.575418;-0.579707;-0.568270;-0.555403;-0.558262;-0.976405;-1.009329;-0.724553;-0.695742;-0.695742;-0.980103;-1.005711;-0.722025;-0.699540;-0.699540;-0.987804;-1.007044;-0.756659;-0.737420;-0.737420;-0.979955;-0.995428;-0.747535;-0.732062;-0.732062;1.000000
-1.093616;-1.069829;-1.069829;-1.069829;-1.046043;-1.174403;-1.174403;-1.008888;-1.008888;-1.174403;-0.911686;-0.911686;-0.911686;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.009329;-1.235247;-1.235247;-1.009329;-1.009329;-1.005711;-1.238181;-1.238181;-1.005711;-1.005711;-1.007044;-1.257428;-1.257428;-1.007044;-1.007044;-0.995428;-1.243321;-1.243321;-0.995428;-0.995428;0.000000
1.023393;0.856887;0.809314;0.714167;0.690381;1.609271;0.977302;0.661317;0.962255;0.571036;1.107875;0.171142;0.377395;0.325832;0.600836;0.139413;0.067930;0.039336;0.025040;-0.060740;1.039447;1.279722;1.210715;1.170896;1.640631;1.060627;1.411768;0.962703;0.959620;1.523908;0.937625;1.245519;1.188219;1.149740;1.689197;1.298609;1.142090;1.203627;1.080552;1.638229;1.000000
-0.903323;-0.831963;-0.808176;-0.879536;-0.855750;-1.008888;-0.677856;-0.467200;-0.527387;-0.587575;-0.894499;-0.774184;-0.705433;-0.705433;-0.705433;-0.485349;-0.493927;-0.466764;-0.482490;-0.479631;-1.009329;-1.009329;-0.695742;-0.458818;-0.436900;-1.005711;-1.005711;-0.699540;-0.467069;-0.444545;-1.007044;-1.007044;-0.699150;-0.467796;-0.467796;-0.995428;-0.995428;-0.732062;-0.468697;-0.468697;1.000000
1.308833;1.594272;1.570485;1.713205;1.760778;1.654411;1.473849;0.947208;1.383567;1.624318;0.807089;0.652400;0.411771;0.532085;0.583649;0.496828;0.525421;0.639794;0.568311;1.397515;2.045761;1.943164;1.677428;1.261395;1.811955;1.942530;2.083612;1.854224;1.145810;1.825612;1.920133;1.977643;1.650509;1.207458;1.727467;1.885769;1.947306;1.622403;1.173035;1.638229;1.000000
1.023393;1.070966;1.261259;1.570485;1.713205;1.323380;1.338427;1.518989;1.518989;2.000490;0.257081;0.308644;0.308644;0.996155;2.061796;0.125116;0.067930;0.425345;0.825650;0.639794;1.418779;1.860225;1.684940;1.943926;2.031404;1.355757;1.859541;1.588267;1.820698;2.106136;1.400334;1.862624;1.612239;1.901103;1.862624;1.405456;1.870296;1.622403;1.855177;1.824231;1.000000
0.404941;0.286008;0.119502;0.024355;0.071929;0.811786;0.420567;0.345332;-0.151215;-0.015793;0.033640;0.016453;-0.327303;-0.464805;-0.481992;-0.160816;-0.218003;-0.075037;-0.303782;-0.332376;1.346084;1.298658;0.853717;0.726325;0.030054;1.429417;1.378242;0.913261;0.746499;0.049087;1.381094;1.323376;0.841846;0.822606;0.052213;1.343918;1.297500;0.817187;0.801714;0.042562;1.000000
-1.164976;-1.164976;-1.164976;-1.141189;-1.117402;-1.174403;-1.174403;-1.174403;-1.174403;-1.174403;-0.911686;-0.911686;-0.911686;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-1.235247;-1.235247;-1.235247;-1.238181;-1.238181;-1.238181;-1.238181;-1.238181;-1.257428;-1.257428;-1.257428;-1.257428;-1.257428;-1.243321;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
1.356406;1.285046;0.975820;0.928247;0.595234;1.323380;1.172911;0.721504;0.751598;0.631223;1.924294;1.597726;1.511787;1.253971;1.288347;0.682684;0.453938;0.582608;0.110819;0.067930;1.268573;1.669205;1.421370;0.582635;0.550233;1.086234;1.615587;1.360592;0.589480;0.566956;1.133194;1.457634;1.441297;0.632634;0.574916;0.893843;1.436047;1.188155;0.429003;0.336520;1.000000
-1.093616;-1.069829;-1.046043;-1.069829;-1.093616;-1.174403;-0.963747;-0.918606;-0.873466;-0.993841;-0.911686;-0.877311;-0.860123;-0.825748;-0.894499;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-0.998322;-0.951088;-0.998322;-1.238181;-1.238181;-1.005711;-0.980103;-1.005711;-1.257428;-1.257428;-0.987804;-0.987804;-0.987804;-1.243321;-1.243321;-0.979955;-0.979955;-0.979955;0.000000
-0.070791;-0.047005;0.095715;0.238435;0.167075;0.149723;0.345332;0.751598;0.781692;0.300192;0.686775;1.099281;1.030530;1.013342;1.245377;0.110819;-0.175113;-0.089333;0.067930;-0.017850;0.145870;-0.080047;0.145870;0.222678;0.148461;0.218912;-0.205895;0.177038;0.411248;0.178777;0.343770;-0.102392;0.420310;0.205502;0.112416;0.523984;-0.097729;0.523984;0.585522;0.726568;1.000000
1.237473;1.118540;0.928247;0.880674;0.856887;1.774787;0.856926;0.887020;0.345332;0.841880;2.156328;1.511787;1.511787;0.961779;1.322722;0.825650;0.582608;0.425345;0.511125;0.739871;0.963901;0.954319;0.403808;0.378491;0.717395;0.977235;1.017370;0.456244;0.478729;0.615049;0.943222;1.136097;0.596849;0.596849;0.904743;0.894952;1.081308;0.554576;0.554576;0.817942;1.000000
0.119502;0.190862;0.381155;0.333581;0.523874;0.992348;0.902067;0.871973;1.157864;0.646270;0.910216;1.357098;1.271159;1.271159;0.944591;-0.232299;-0.232299;-0.089333;-0.218003;-0.089333;0.397818;0.740217;0.940722;0.962639;0.951825;0.521986;0.850641;1.031937;1.060627;1.083112;0.360107;0.648971;0.880116;0.918386;1.152643;0.305928;0.630831;0.863251;0.863251;1.314082;1.000000
-1.093616;-1.069829;-1.022256;-1.022256;-1.022256;-0.963747;-0.963747;-0.662809;-0.828325;-0.888513;-0.894499;-0.894499;-0.842935;-0.842935;-0.860123;-0.589715;-0.589715;-0.589715;-0.583996;-0.573989;-0.998322;-0.998322;-0.998322;-0.739481;-0.951088;-1.005711;-1.005711;-1.005711;-0.750716;-0.957618;-0.987804;-0.987804;-0.987804;-0.718180;-0.987804;-0.979955;-0.979955;-0.979955;-0.716590;-0.979955;1.000000
-0.380017;-0.094578;-0.070791;0.190862;0.404941;0.119629;0.766645;0.510848;0.841880;0.947208;-0.258552;-0.121049;0.033640;0.600836;0.325832;-0.432452;-0.303782;-0.289486;-0.032147;-0.060740;0.073175;0.379396;0.736722;0.736722;1.028440;0.116542;0.304043;0.658306;0.802588;1.057544;0.052213;0.341077;0.902049;0.863779;0.956655;0.042562;0.367465;0.661423;0.661423;0.909316;1.000000
2.664670;2.450590;2.474377;2.426804;1.736992;0.721504;1.037489;0.555989;0.902067;0.631223;4.399331;3.935261;3.918073;4.279016;3.436816;1.254549;1.683448;1.969380;1.969380;3.113109;0.374426;0.370931;0.801563;0.564542;0.688584;0.289515;0.289515;0.825034;0.589441;0.589480;0.363010;0.343770;0.844540;0.593946;0.613185;0.585522;0.570049;1.019770;0.740932;0.756405;1.000000
0.095715;0.119502;0.071929;0.095715;0.095715;0.224957;0.601129;0.149723;-0.181309;-0.376918;0.824277;0.824277;0.583649;0.394583;0.274269;-0.103630;-0.260893;-0.275189;-0.232299;-0.075037;-0.345783;-0.108762;-0.193082;-0.626446;-0.601130;-0.229724;0.002786;-0.019778;-0.292383;-0.292383;-0.195478;0.093386;0.093386;-0.445862;-0.173545;-0.002747;0.276091;0.742041;-0.204575;-0.204575;1.000000
1.142326;1.070966;1.166113;1.118540;0.975820;1.669458;1.218052;1.458802;1.609271;1.323380;2.147734;1.907106;1.460224;1.322722;1.116469;0.282379;0.425345;0.453938;0.353862;0.210896;1.520711;2.086246;1.543246;1.922337;2.133945;1.724123;2.163530;1.605487;2.073576;2.370419;1.400124;1.881863;1.342615;1.881654;2.113008;1.328445;1.839704;1.312973;1.808758;2.072124;1.000000
-1.022256;-0.950896;-0.974683;-0.760603;-0.808176;-1.174403;-1.174403;-1.174403;-0.948700;-0.707950;-0.911686;-0.911686;-0.911686;-0.808560;-0.653870;-0.578278;-0.538247;-0.525380;-0.375266;-0.418155;-0.976405;-1.235247;-1.235247;-1.235247;-0.951088;-0.980103;-1.238181;-1.238181;-1.238181;-0.980103;-0.987804;-1.257428;-1.257428;-1.257428;-0.987804;-0.979955;-1.243321;-1.243321;-1.243321;-0.979955;0.000000
-0.594097;-0.380017;-0.332444;-0.118364;0.000569;-0.482247;0.074488;0.435614;0.300192;0.586082;-0.396054;-0.396054;-0.138237;0.033640;0.497710;-0.518232;-0.495357;-0.403859;-0.375266;-0.303782;-0.214478;-0.458818;0.058866;0.284783;0.084182;-0.016655;-0.252248;0.068489;0.493295;0.286393;-0.236651;-0.467796;0.071453;0.594155;0.343770;-0.220804;-0.468697;0.058035;0.305928;0.058035;1.000000
1.546699;1.522912;1.380193;1.142326;0.856887;0.992348;1.082630;1.233099;0.555989;0.571036;0.411771;0.789902;0.858653;0.996155;0.618024;0.968617;0.568311;0.182303;0.368159;0.125116;1.127013;0.751793;0.933972;1.433041;0.977711;1.075154;0.655183;1.031898;1.474393;1.012535;1.188010;0.648761;0.918386;1.419155;0.860876;1.080552;0.553821;0.909316;1.359037;0.801714;1.000000
-0.308657;-0.213511;-0.189724;-0.070791;-0.094578;-0.331778;-0.226449;-0.121121;0.330285;0.224957;-0.396054;-0.344490;-0.378866;-0.275739;-0.275739;-0.346672;-0.232299;-0.175113;-0.246596;-0.332376;0.520803;0.061457;-0.083446;0.134863;0.884502;0.259086;-0.183384;-0.163982;0.020396;0.562160;0.302598;-0.198171;-0.140662;0.052213;0.610701;0.290455;-0.205331;-0.189858;0.042562;0.584766;0.000000
1.427766;1.475339;1.142326;0.904460;0.761740;2.030584;3.068819;0.992348;0.525895;0.255051;1.580538;1.907106;1.752416;1.735228;1.116469;0.825650;0.825650;0.596905;0.353862;0.325269;1.483721;1.194594;1.402803;1.169848;0.947425;1.762914;1.320457;1.556050;1.275448;1.042977;2.198048;1.678039;1.947663;0.918176;0.882809;1.948062;1.016918;1.443041;1.041128;0.808707;1.000000
-0.974683;-0.903323;-0.903323;-0.927109;-0.950896;-1.174403;-0.858419;-0.888513;-0.933653;-0.873466;-0.842935;-0.688245;-0.722621;-0.739809;-0.739809;-0.418155;-0.418155;-0.418155;-0.418155;-0.418155;-0.998322;-0.976405;-0.951088;-0.951088;-0.951088;-1.005711;-0.980103;-0.957618;-0.957618;-0.957618;-0.987804;-0.987804;-0.987804;-0.987804;-0.987804;-0.979955;-0.979955;-0.979955;-0.979955;-0.979955;0.000000
-1.046043;-0.998469;-1.022256;-1.046043;-1.022256;-1.174403;-1.174403;-1.174403;-1.174403;-0.978794;-0.911686;-0.911686;-0.911686;-0.911686;-0.877311;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-1.235247;-1.235247;-1.235247;-1.238181;-1.238181;-1.238181;-1.238181;-1.238181;-1.257428;-1.257428;-1.257428;-1.257428;-1.257428;-1.243321;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
-0.142151;-0.237298;-0.237298;-0.213511;-0.118364;0.285145;0.089535;-0.331778;0.029348;0.540942;-0.344490;-0.653870;-0.653870;-0.585119;-0.327303;-0.232299;-0.189409;-0.289486;-0.175113;-0.046443;0.018430;0.364941;0.292391;-0.430006;-0.171164;0.000994;0.307204;0.281597;-0.489554;-0.237643;0.052213;0.341077;0.341077;-0.410286;-0.102392;0.042562;0.321401;0.321401;-0.453224;-0.189858;1.000000
-0.903323;-0.927109;-0.927109;-0.903323;-0.903323;-0.993841;-1.174403;-0.828325;-0.798231;-0.813278;-0.894499;-0.911686;-0.877311;-0.860123;-0.877311;-0.501076;-0.508224;-0.509654;-0.515372;-0.512513;-0.976405;-0.998322;-1.235247;-0.772405;-0.772405;-0.983186;-1.005711;-1.238181;-0.773240;-0.773240;-0.987804;-0.987804;-1.257428;-0.737420;-0.737420;-0.979955;-0.979955;-1.243321;-0.732062;-0.732062;0.000000
-0.380017;-0.213511;-0.284871;-0.237298;-0.213511;0.059441;-0.422059;-0.301684;0.255051;0.525895;-0.447617;-0.722621;-0.636682;-0.636682;-0.585119;-0.275189;-0.275189;-0.332376;-0.418155;-0.146520;0.485384;0.314212;-0.469825;-0.436900;0.230134;0.507862;0.300999;-0.470152;-0.447628;0.230343;0.572222;0.321837;-0.487035;-0.467796;0.360316;0.553821;0.305928;-0.438105;-0.422632;0.382938;1.000000
0.761740;0.928247;0.809314;0.833100;0.761740;0.646270;1.157864;0.871973;0.992348;0.887020;1.322722;1.958669;2.078983;1.752416;1.735228;0.225192;0.425345;0.096523;0.225192;0.082226;0.794051;-1.235247;0.557223;0.721035;0.651835;0.731946;-1.238181;0.736807;0.733685;0.759292;0.863779;-1.257428;0.613395;0.632634;0.632634;0.615358;-1.243321;0.367465;0.382938;0.382938;1.000000
1.308833;1.427766;1.998645;1.784565;1.832138;1.744693;1.639365;0.811786;0.917114;1.564130;1.769604;1.253971;1.322722;1.494600;1.958669;3.256076;0.825650;9.689554;2.255312;1.397515;1.661501;1.377390;1.869092;0.914501;0.859707;1.740389;1.341190;1.732471;0.825034;0.825034;1.342615;1.149740;1.669749;0.629522;0.610492;1.312973;1.546502;2.057761;1.004297;1.019770;1.000000
-1.022256;-1.046043;-1.069829;-1.093616;-1.093616;-1.174403;-1.174403;-1.174403;-1.174403;-1.174403;-0.911686;-0.911686;-0.911686;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-1.235247;-1.235247;-1.235247;-1.238181;-1.238181;-1.238181;-1.238181;-1.238181;-1.257428;-1.257428;-1.257428;-1.257428;-1.257428;-1.243321;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
-1.117402;-1.141189;-1.141189;-1.141189;-1.141189;-1.174403;-1.174403;-1.174403;-1.174403;-1.174403;-0.911686;-0.911686;-0.911686;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-1.235247;-1.235247;-1.235247;-1.238181;-1.238181;-1.238181;-1.238181;-1.238181;-1.257428;-1.257428;-1.257428;-1.257428;-1.257428;-1.243321;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
1.427766;1.974858;2.070004;2.165151;2.046218;1.248145;2.105818;2.226193;2.105818;2.135912;1.700853;1.735228;1.700853;1.872730;2.044608;0.396752;0.453938;1.397515;1.826414;0.968617;1.088215;1.656532;2.234074;1.828952;1.621305;0.994885;1.556011;2.061087;1.791604;1.378242;0.825300;1.130500;2.173421;1.553622;1.457843;0.584413;1.111144;1.855177;1.436401;1.466993;1.000000
-0.451377;-0.332444;-0.308657;-0.237298;0.119502;-0.045887;0.074488;0.540942;0.555989;0.616176;-0.430429;-0.275739;-0.396054;-0.292927;-0.189801;-0.389562;-0.461045;-0.346672;-0.432452;-0.289486;-0.436900;0.055371;0.143089;0.595020;0.532666;-0.441462;0.049087;0.065445;0.507862;0.462814;-0.467796;0.052213;0.052213;0.591461;0.610492;-0.468697;0.042562;0.042562;0.569294;0.553821;1.000000
-0.261084;-0.356231;-0.332444;-0.356231;-0.403804;-0.602622;-0.602622;-0.452153;-0.452153;-0.346825;-0.481992;-0.550743;-0.464805;-0.430429;-0.722621;-0.303782;-0.318079;-0.360969;-0.346672;-0.346672;-0.462217;-0.440395;-0.465712;-0.232283;-0.243289;-0.422060;-0.467030;-0.467030;-0.186506;-0.208991;-0.467796;-0.487035;-0.487035;-0.236651;-0.255890;-0.468697;-0.484169;-0.484169;-0.236276;-0.251749;1.000000
-0.261084;-0.284871;-0.284871;-0.047005;-0.070791;0.029348;-0.151215;0.450660;0.616176;0.315238;-0.327303;-0.413241;-0.327303;-0.189801;-0.052298;-0.203706;-0.146520;-0.246596;-0.132223;-0.103630;0.401313;0.178795;-0.196481;0.550519;0.437636;0.284680;0.046004;-0.208991;0.533430;0.349052;0.341077;0.090692;-0.140662;0.883019;0.904952;0.321401;0.073508;-0.189858;0.584766;0.429003;1.000000
0.952033;1.213686;1.308833;1.332619;1.689419;0.721504;0.706458;0.917114;0.811786;0.826833;1.425849;1.718041;1.632102;1.546163;1.958669;0.110819;7.402095;0.239489;1.254549;0.825650;1.030357;0.922444;0.605409;1.063185;0.926412;1.124965;1.128049;0.895578;1.176180;0.990063;0.880325;0.880325;0.629940;0.899355;1.133403;0.848132;0.894197;0.646304;1.298609;1.298609;1.000000
0.024355;0.071929;0.119502;-0.189724;-0.261084;-0.316731;-0.181309;0.134676;-0.376918;-0.557481;-0.499180;0.102391;-0.017923;-0.224176;-0.258552;-0.332376;-0.203706;0.039336;-0.289486;-0.461045;-0.433405;-0.411584;-0.342288;-0.083446;-0.371099;-0.444545;-0.249126;-0.418977;0.008952;-0.249126;-0.448556;-0.467796;-0.410286;-0.140662;-0.429526;-0.453224;-0.422632;-0.407159;-0.143793;-0.422632;1.000000
2.284084;2.212724;1.927285;1.903498;1.522912;2.858162;2.767881;2.241240;1.609271;1.774787;1.219596;1.064906;0.858653;0.532085;0.411771;0.725574;0.825650;0.968617;0.825650;0.654091;1.779497;1.819467;2.227467;1.972168;1.687818;1.993632;1.706898;2.075654;1.840139;1.591311;1.939373;1.961515;2.462284;2.250379;1.727258;2.321126;1.684294;2.180080;1.917068;1.607284;1.000000
1.356406;1.522912;1.546699;1.522912;1.570485;2.497037;1.503943;1.398614;1.338427;1.458802;1.528975;1.339910;1.975857;1.786792;1.649289;0.639794;0.825650;0.282379;-0.032147;-0.175113;2.413373;2.383944;1.906792;1.866974;1.688194;2.664140;2.602825;2.016195;2.038681;1.770502;2.674190;2.712460;1.977643;1.900894;1.631270;2.816912;2.862977;2.321126;2.290181;2.026815;1.000000
2.046218;1.974858;2.046218;1.974858;1.475339;2.677600;1.789833;1.970396;1.579177;1.218052;2.921183;2.491490;3.007122;2.921183;2.164922;1.111583;0.797057;0.825650;0.825650;0.711277;1.640070;1.830426;1.713896;1.742563;1.399650;2.003355;2.238870;1.972860;2.024075;1.604104;2.059988;2.291133;2.195354;2.271894;1.537076;1.574595;2.646785;2.585247;2.585247;1.832334;1.000000
-0.047005;0.048142;0.048142;0.143288;0.428728;0.164770;0.480754;0.676364;0.586082;0.405520;-0.069486;0.222706;0.411771;0.772714;1.099281;-0.303782;-0.075037;-0.246596;0.139413;-0.032147;-0.254722;-0.441013;-0.054065;-0.145182;-0.145182;-0.279556;-0.252248;0.005830;-0.016655;0.198166;-0.198171;-0.391256;-0.140871;0.093177;-0.179141;-0.159266;0.046212;0.245146;-0.174739;-0.011982;1.000000
0.761740;0.809314;1.380193;0.737954;0.571448;0.330285;0.104582;1.037489;1.458802;1.067583;0.807089;0.824277;1.150845;1.271159;0.893028;0.239489;0.168006;0.468235;1.397515;0.067930;0.605265;0.484870;0.109499;1.214731;1.290777;0.946792;0.589480;0.456244;1.476184;1.315622;0.610701;0.436856;0.147992;1.188010;1.207249;0.630831;0.382938;0.150164;1.592566;1.188155;1.000000
0.071929;-0.023218;-0.047005;-0.023218;-0.023218;0.134676;-0.181309;0.149723;-0.015793;-0.256543;-0.516368;-0.464805;-0.378866;-0.292927;-0.000735;-0.017850;-0.060740;-0.032147;0.053633;-0.075037;-0.309411;0.211671;-0.105364;0.299189;0.134863;-0.467069;0.023479;-0.164021;0.259046;0.023479;-0.391256;0.071453;-0.178932;0.379347;0.090483;-0.376567;0.150164;-0.097729;0.321401;0.554576;1.000000
-1.022256;-1.093616;-1.093616;-1.093616;-1.093616;-0.722997;-0.753091;-0.828325;-1.174403;-1.174403;-0.774184;-0.860123;-0.877311;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-0.772405;-0.761398;-0.761398;-0.772405;-1.235247;-0.773240;-0.773240;-0.773240;-0.773240;-1.238181;-0.737420;-0.718180;-0.718180;-0.737420;-1.257428;-0.732062;-0.716590;-0.716590;-0.732062;-1.243321;0.000000
