radio_flux_10.7cm_t5;radio_flux_10.7cm_t4;radio_flux_10.7cm_t3;radio_flux_10.7cm_t2;radio_flux_10.7cm_t1;sesc_sunspot_number_t5;sesc_sunspot_number_t4;sesc_sunspot_number_t3;sesc_sunspot_number_t2;sesc_sunspot_number_t1;sunspot_area_t5;sunspot_area_t4;sunspot_area_t3;sunspot_area_t2;sunspot_area_t1;goes15_xray_bkgd_flux_t5;goes15_xray_bkgd_flux_t4;goes15_xray_bkgd_flux_t3;goes15_xray_bkgd_flux_t2;goes15_xray_bkgd_flux_t1;z_component_wmfr_t5;z_component_wmfr_t4;z_component_wmfr_t3;z_component_wmfr_t2;z_component_wmfr_t1;p_component_wmfr_t5;p_component_wmfr_t4;p_component_wmfr_t3;p_component_wmfr_t2;p_component_wmfr_t1;c_component_wmfr_t5;c_component_wmfr_t4;c_component_wmfr_t3;c_component_wmfr_t2;c_component_wmfr_t1;mag_type_wmfr_t5;mag_type_wmfr_t4;mag_type_wmfr_t3;mag_type_wmfr_t2;mag_type_wmfr_t1;flare_t3do
-0.094578;-0.070791;-0.165938;-0.237298;-0.165938;-0.060934;0.014301;-0.316731;-0.271590;-0.361871;-0.361678;-0.464805;-0.413241;-0.413241;-0.550743;-0.175113;-0.146520;-0.160816;-0.303782;-0.289486;0.343024;0.028533;0.149983;-0.408089;-0.127426;0.284680;-0.234560;0.049087;-0.418977;-0.205869;0.341077;-0.217411;0.071453;-0.448556;-0.198171;0.321401;-0.220804;0.058035;-0.453224;-0.205331;0.000000
-0.594097;-0.546524;-0.475164;-0.498950;-0.498950;-0.091028;-0.241496;0.179816;0.014301;0.179816;-0.413241;-0.396054;-0.224176;-0.456211;-0.464805;-0.332376;-0.303782;-0.346672;-0.375266;-0.389562;-0.152742;0.168405;0.047859;0.536635;0.270281;-0.115929;0.049126;0.046004;0.517150;0.252906;-0.121632;0.090483;0.052213;0.552982;0.283358;-0.159266;0.088627;0.134691;0.538348;0.274982;1.000000
-0.950896;-0.974683;-0.974683;-0.998469;-1.022256;-0.828325;-0.963747;-0.978794;-0.948700;-0.978794;-0.774184;-0.842935;-0.894499;-0.877311;-0.825748;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.009329;-0.753983;-0.976405;-0.998322;-0.976405;-1.005711;-0.725147;-0.980103;-1.005711;-0.980103;-1.007044;-0.756659;-0.987804;-0.987804;-0.987804;-0.995428;-0.747535;-0.979955;-0.979955;-0.979955;0.000000
-0.308657;-0.356231;-0.213511;-0.094578;0.238435;-0.768137;-0.978794;-0.798231;-0.166262;0.104582;-0.825748;-0.791372;-0.533556;-0.567931;-0.275739;-0.203706;-0.289486;-0.218003;0.039336;0.196599;-0.742976;-0.721058;-0.951088;-0.951088;-0.262329;-0.747633;-0.725108;-0.957618;-0.957618;-0.260206;-0.737420;-0.737420;-0.987804;-0.949535;0.054907;-0.732062;-0.732062;-0.979955;-0.979955;-0.220804;1.000000
1.522912;1.427766;1.237473;1.070966;0.952033;1.624318;0.856926;0.646270;0.435614;0.525895;1.271159;0.927404;0.566461;0.274269;0.239893;0.811354;0.825650;0.296676;0.639794;0.353862;0.237701;0.729972;0.412272;0.357478;0.295742;0.289515;0.773898;0.493256;0.493256;0.422679;0.382040;0.902049;0.594155;0.613395;0.574916;0.570049;1.081308;0.787350;0.787350;0.756405;1.000000
-0.736817;-0.736817;-0.689243;-0.617883;-0.641670;-0.768137;-0.512340;-0.707950;-0.271590;-0.452153;-0.877311;-0.842935;-0.825748;-0.756996;-0.722621;-0.553973;-0.545395;-0.559692;-0.539677;-0.506794;-0.998322;-0.761398;-0.513563;-0.739481;-0.251323;-1.005711;-0.773240;-0.518245;-0.750716;-0.282691;-0.987804;-0.718180;-0.467796;-0.718180;-0.198171;-0.979955;-0.716590;-0.468697;-0.716590;-0.205331;0.000000
-0.118364;0.000569;0.071929;-0.094578;-0.165938;0.300192;0.586082;1.052536;1.037489;0.194863;0.033640;0.497710;0.549273;0.549273;0.308644;-0.375266;-0.303782;-0.332376;-0.275189;-0.332376;0.284783;0.084182;0.084182;0.838597;0.962639;0.493295;0.286393;0.286393;1.057505;0.913261;0.594155;0.343770;0.343770;1.133194;0.880116;0.305928;0.058035;0.104100;0.847778;0.863251;1.000000
-0.070791;-0.047005;-0.308657;-0.475164;-0.617883;-0.136168;-0.407012;-0.647762;-0.753091;-0.753091;0.394583;0.377395;0.514898;0.188330;0.188330;-0.189409;-0.175113;-0.203706;-0.246596;-0.289486;-0.433453;-0.433453;-0.400528;-0.626446;-0.721058;-0.300341;-0.300341;-0.252248;-0.484719;-0.484719;-0.448765;-0.448765;-0.429526;-0.679910;-0.737420;-0.484169;-0.438105;-0.422632;-0.670525;-0.732062;0.000000
-0.808176;-0.808176;-0.831963;-0.808176;-0.808176;-0.813278;-0.813278;-0.813278;-1.008888;-0.843372;-0.722621;-0.722621;-0.842935;-0.860123;-0.825748;-0.461045;-0.469623;-0.469623;-0.496787;-0.498216;-0.976405;-0.739481;-0.742976;-0.742976;-0.979900;-0.957618;-0.747633;-0.747633;-0.750716;-0.980103;-0.987804;-0.718180;-0.737420;-0.737420;-1.007044;-0.979955;-0.716590;-0.732062;-0.732062;-0.995428;1.000000
-0.142151;-0.356231;-0.546524;-0.570310;-0.617883;-0.391965;-0.422059;-0.422059;-0.422059;-0.437106;0.549273;0.033640;-0.688245;-0.842935;-0.756996;0.210896;0.039336;-0.103630;-0.203706;-0.303782;-0.485656;-0.474649;-0.226814;-0.229405;-0.265728;-0.532811;-0.532811;-0.277817;-0.237682;-0.263250;-0.465102;-0.445862;-0.195478;-0.198171;-0.217411;-0.266113;-0.250640;-0.002747;-0.205331;-0.220804;1.000000
3.806428;3.425842;3.639921;3.806428;3.520988;1.473849;2.527131;3.189194;2.858162;2.782928;2.216485;3.230563;2.491490;2.646179;2.233673;2.541245;2.827177;3.542008;4.542771;3.113109;1.926819;1.424303;1.920069;2.931353;2.738930;1.859099;1.368511;1.836574;3.069623;2.647899;1.711131;1.171882;1.787670;2.824785;2.535921;1.436401;0.909670;1.574595;2.783468;2.504630;1.000000
0.476301;0.523874;0.666594;0.714167;1.070966;0.255051;0.616176;0.224957;0.871973;0.420567;0.068016;-0.017923;-0.035111;-0.069486;0.136767;0.082226;0.296676;0.382455;0.811354;0.968617;0.697048;0.212289;0.452708;0.212289;1.039447;0.584606;0.071572;0.304043;0.116542;0.855959;0.648761;0.362801;0.885712;0.596849;1.405721;0.645950;0.554576;0.833415;0.974461;1.764558;1.000000
3.235549;3.235549;2.426804;2.617097;2.070004;3.715835;3.189194;2.978538;2.060677;2.316474;3.711820;2.766494;2.577428;2.216485;2.027420;2.398278;2.684211;1.969380;1.540481;1.397515;3.836854;3.224710;3.151919;2.831012;2.167522;3.546936;3.086830;3.083747;2.562755;1.624876;3.774620;3.004017;2.965538;2.753632;1.944760;3.834199;2.881344;2.896464;2.256737;1.466639;1.000000
-0.808176;-0.831963;-0.879536;-0.903323;-0.927109;-0.572528;-0.647762;-1.174403;-1.174403;-1.174403;-0.756996;-0.860123;-0.911686;-0.911686;-0.911686;-0.509654;-0.539677;-0.529669;-0.579707;-0.581137;-0.535481;-0.491646;-0.546488;-1.235247;-1.235247;-0.540769;-0.495721;-0.540769;-1.238181;-1.238181;-0.467796;-0.467796;-0.487035;-1.257428;-1.257428;-0.468697;-0.468697;-0.484169;-1.243321;-1.243321;0.000000
-0.118364;-0.237298;-0.332444;-0.356231;-0.427590;-0.512340;-0.587575;-0.587575;-0.346825;-0.572528;0.102391;-0.000735;-0.430429;-0.550743;-0.585119;-0.103630;-0.160816;-0.246596;-0.303782;-0.289486;0.086773;-0.197385;-0.197385;-0.371099;-0.206870;0.053922;-0.249126;-0.249126;-0.463947;-0.160899;-0.198171;-0.467796;-0.467796;-0.467796;-0.179141;-0.205331;-0.468697;-0.468697;-0.468697;-0.220804;1.000000
-0.284871;-0.308657;-0.380017;-0.356231;-0.403804;-0.632715;-0.753091;-0.602622;-0.527387;-0.918606;0.222706;0.102391;-0.000735;0.136767;0.033640;-0.232299;-0.289486;-0.332376;-0.346672;-0.360969;0.073793;-0.717563;-0.717563;-0.484134;-0.484134;0.052222;-0.718929;-0.741414;-0.508943;-0.508943;0.071243;-0.718180;-0.718180;-0.467796;-0.467796;0.073154;-0.670525;-0.716590;-0.468697;-0.468697;1.000000
-0.974683;-0.998469;-0.950896;-0.974683;-0.974683;-0.918606;-1.008888;-0.828325;-0.963747;-0.978794;-0.860123;-0.877311;-0.774184;-0.842935;-0.894499;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.009329;-0.951088;-1.009329;-0.753983;-0.976405;-1.005711;-0.957618;-1.005711;-0.725147;-0.980103;-1.007044;-0.987804;-1.007044;-0.756659;-0.987804;-0.995428;-0.979955;-0.995428;-0.747535;-0.979955;0.000000
-0.165938;0.024355;0.119502;0.404941;0.547661;-0.813278;-0.391965;-0.121121;0.405520;0.465707;-0.739809;-0.172613;0.583649;1.219596;1.735228;-0.175113;-0.232299;0.039336;0.825650;0.496828;-0.721058;-0.721058;-0.178058;0.084182;0.109499;-0.725108;-0.725108;0.002786;0.238340;0.286393;-0.737420;-0.737420;0.074146;0.343770;0.382040;-0.732062;-0.732062;-0.159266;0.523984;-1.243321;1.000000
-0.808176;-0.855750;-0.855750;-0.831963;-0.879536;-0.391965;-0.482247;-0.632715;-0.632715;-0.753091;-0.705433;-0.636682;-0.636682;-0.739809;-0.808560;-0.461045;-0.491068;-0.542536;-0.542536;-0.549684;-0.976405;-0.626446;-0.626446;-0.692247;-0.717563;-0.957618;-0.677055;-0.677055;-0.677055;-0.722025;-0.987804;-0.679910;-0.718180;-0.718180;-0.718180;-0.979955;-0.670525;-0.670525;-0.670525;-0.716590;1.000000
1.641845;1.808352;2.022431;1.974858;1.760778;1.699552;1.985443;1.925255;0.781692;1.669458;1.339910;2.078983;1.477412;1.443036;1.718041;0.525421;0.511125;0.439642;2.398278;0.825650;1.481085;2.193638;1.421274;1.239430;0.731946;1.785399;2.182846;1.504836;1.504797;0.541388;1.419364;1.920133;1.111470;1.403027;0.613395;1.389983;1.839704;1.126617;1.561975;0.367465;1.000000
-0.903323;-0.927109;-0.927109;-0.927109;-0.950896;-1.174403;-1.174403;-1.174403;-1.174403;-1.174403;-0.911686;-0.911686;-0.911686;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.009329;-1.235247;-1.235247;-1.235247;-1.235247;-1.005711;-1.238181;-1.238181;-1.238181;-1.238181;-1.007044;-1.257428;-1.257428;-1.257428;-1.257428;-0.995428;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
0.975820;0.904460;0.523874;0.262221;0.024355;1.142817;1.052536;0.240004;-0.045887;-0.015793;1.082094;1.357098;0.996155;0.463334;0.343020;0.310972;0.596905;0.110819;-0.132223;-0.232299;1.283786;0.999059;0.846205;0.306604;0.131416;1.100814;1.111816;1.041238;0.733685;0.504336;1.168770;0.918595;1.152434;0.379137;0.109722;1.111144;0.894197;1.283136;0.756405;0.104100;1.000000
0.809314;0.952033;1.308833;1.427766;1.356406;1.308333;1.368521;1.473849;1.037489;1.263192;1.786792;3.041498;3.084467;2.852432;3.247751;0.353862;0.368159;0.568311;0.568311;0.325269;0.531810;0.698973;1.058979;0.418310;0.389498;0.476990;0.736807;0.799427;0.286393;0.283310;0.360107;0.885712;1.155337;0.673598;0.616088;0.771877;0.787350;1.516665;1.005407;0.989934;1.000000
0.119502;0.167075;0.095715;0.214648;0.357368;-0.045887;0.194863;-0.045887;-0.091028;0.134676;-0.516368;-0.481992;-0.396054;0.102391;0.239893;0.153709;0.082226;0.039336;0.096523;0.067930;0.554632;0.080783;0.590859;0.296215;0.234206;0.584606;0.164635;0.587728;0.345969;0.331402;0.883019;0.071453;0.591461;0.264119;0.362801;0.584766;0.058035;0.569294;0.259509;0.297449;1.000000
0.642807;0.928247;1.047180;0.809314;0.785527;0.871973;1.308333;1.097677;0.360379;0.917114;0.566461;1.460224;1.185220;0.996155;1.064906;0.439642;0.353862;0.511125;0.253786;0.325269;0.102605;0.806018;0.798410;0.947664;0.167788;0.286432;0.796422;1.014287;1.176141;0.456244;0.362801;0.921288;1.212637;1.190703;0.382040;0.088627;1.096781;1.501193;1.749086;0.523984;1.000000
-1.093616;-1.093616;-1.117402;-1.093616;-1.093616;-1.174403;-1.174403;-1.174403;-1.174403;-1.174403;-0.911686;-0.911686;-0.911686;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-1.235247;-1.235247;-1.235247;-1.238181;-1.238181;-1.238181;-1.238181;-1.238181;-1.257428;-1.257428;-1.257428;-1.257428;-1.257428;-1.243321;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
-0.118364;-0.189724;-0.213511;-0.261084;-0.189724;0.059441;-0.000746;-0.361871;-0.437106;-0.617669;-0.550743;-0.447617;-0.396054;-0.499180;-0.533556;-0.175113;-0.275189;-0.318079;-0.318079;-0.289486;-0.430006;-0.204089;0.040251;-0.210983;-0.239794;-0.467069;-0.257084;0.023479;-0.186506;-0.212074;-0.176238;0.074146;0.071243;-0.217411;-0.236651;-0.407159;-0.159266;0.027089;-0.220804;-0.236276;1.000000
0.000569;-0.070791;-0.047005;-0.213511;-0.332444;0.059441;0.074488;0.014301;-0.286637;-0.121121;-0.172613;-0.430429;-0.258552;-0.550743;-0.688245;-0.218003;-0.146520;-0.246596;0.082226;-0.218003;0.671210;0.332162;0.299237;0.153478;-0.221893;0.465936;0.233465;0.207858;0.049087;-0.234599;0.629940;0.341077;0.321837;0.090692;-0.198171;0.600239;0.321401;0.305928;0.073508;-0.205331;1.000000
-0.736817;-0.784390;-0.784390;-0.784390;-0.784390;-0.993841;-1.008888;-1.008888;-1.008888;-0.602622;-0.585119;-0.567931;-0.602307;-0.585119;-0.619494;-0.523950;-0.551114;-0.551114;-0.553973;-0.542536;-0.976405;-0.979900;-0.979900;-0.979900;-0.979900;-0.980103;-0.980103;-0.980103;-0.980103;-0.980103;-0.987804;-1.007044;-1.007044;-1.007044;-1.007044;-0.979955;-0.995428;-0.995428;-0.995428;-0.995428;1.000000
-0.950896;-0.998469;-1.046043;-1.022256;-1.046043;-1.174403;-1.174403;-1.174403;-1.174403;-1.174403;-0.911686;-0.911686;-0.911686;-0.911686;-0.911686;-0.546825;-0.589715;-0.589715;-0.589715;-0.589715;-0.976405;-1.235247;-1.235247;-1.235247;-1.235247;-0.957618;-1.238181;-1.238181;-1.238181;-1.238181;-0.987804;-1.257428;-1.257428;-1.257428;-1.257428;-0.979955;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
-0.070791;0.048142;0.048142;0.024355;0.071929;0.179816;0.179816;0.240004;0.345332;0.209910;-0.121049;-0.069486;-0.155425;-0.189801;-0.052298;-0.189409;-0.246596;-0.203706;-0.060740;0.067930;0.102749;0.164293;0.004176;0.040548;-0.185370;0.000994;0.049087;-0.160899;-0.208991;-0.441462;0.071453;0.090483;-0.159902;-0.121632;-0.410286;0.058035;0.042562;-0.205331;-0.159266;-0.453224;1.000000
0.238435;0.048142;-0.047005;-0.047005;-0.165938;1.052536;0.495801;0.315238;0.285145;0.164770;0.446147;0.308644;0.102391;-0.121049;-0.052298;-0.075037;-0.117926;-0.160816;-0.160816;-0.203706;0.477880;0.623687;0.415574;0.456059;0.134911;0.781816;0.776981;0.589480;0.400228;0.142149;0.670695;0.940319;0.885712;0.689934;0.128962;0.444122;0.661423;0.413530;0.367465;0.119572;1.000000
3.187976;2.973896;2.783603;2.593310;2.474377;3.986679;3.941538;3.700788;2.602365;2.316474;2.525865;2.680555;2.010232;1.975857;2.113359;4.542771;1.969380;1.683448;1.111583;4.542771;1.800044;2.383529;2.365106;2.414587;1.679498;1.573661;2.304638;2.279031;2.250340;1.762875;1.749191;2.288439;2.269409;2.426499;1.944969;1.825340;1.978252;1.993725;2.070027;1.543650;1.000000
-0.023218;-0.094578;0.000569;-0.023218;-0.047005;-0.256543;-0.060934;0.510848;0.240004;-0.316731;-0.000735;-0.172613;-0.155425;-0.344490;-0.464805;-0.075037;-0.146520;-0.117926;-0.117926;-0.175113;0.134863;-0.316971;-0.105364;0.612825;0.510653;0.023479;-0.418977;-0.231463;0.517124;0.417856;0.090483;-0.410286;-0.178932;0.591461;0.533743;0.554576;-0.198337;-0.097729;0.615358;0.568940;1.000000
0.452514;0.428728;0.381155;0.357368;0.523874;0.646270;0.661317;0.736551;0.887020;0.917114;0.377395;0.428959;0.343020;0.343020;0.308644;-0.046443;-0.189409;-0.117926;-0.160816;-0.032147;0.886594;0.571532;0.374426;0.298381;0.582539;1.006368;0.499501;0.263947;0.241423;0.281597;0.860876;0.360107;0.363010;0.109722;0.379347;0.847778;0.351993;0.119572;0.104100;0.367465;1.000000
0.904460;0.642807;0.666594;0.714167;0.642807;1.398614;0.811786;0.751598;0.255051;0.676364;2.044608;1.202408;0.635212;0.343020;0.308644;0.968617;0.325269;0.239489;0.554015;0.325269;1.002457;1.064859;0.966134;0.689584;0.175396;1.297933;1.724531;1.320418;0.802588;0.283349;1.463230;1.697278;1.133403;0.883019;0.128962;2.292045;1.918225;1.298609;1.050716;0.119572;1.000000
0.190862;0.119502;0.048142;0.048142;0.000569;0.255051;0.525895;-0.106074;0.089535;0.059441;-0.052298;-0.224176;-0.241364;-0.121049;0.205518;0.039336;-0.046443;-0.060740;-0.060740;-0.132223;0.156732;0.415574;0.564828;-0.123931;0.138310;0.116581;0.397144;0.533430;-0.167065;0.283310;0.109722;0.417616;0.629731;-0.064123;0.205502;0.058035;0.787350;0.615358;-0.189858;0.282330;1.000000
0.333581;0.357368;0.309795;0.523874;0.737954;0.255051;0.540942;0.194863;0.796739;0.947208;-0.292927;-0.052298;-0.000735;0.549273;0.497710;0.411048;0.096523;0.010743;0.053633;0.110819;0.299710;0.788582;1.043929;0.584486;1.222098;0.352135;0.887693;1.187658;0.677708;1.190781;0.283358;0.803367;1.053752;0.610282;1.130500;0.274982;0.786241;1.034134;0.522875;1.111144;1.000000
-0.023218;0.143288;0.381155;0.761740;0.809314;0.345332;0.224957;0.555989;0.932161;1.233099;0.532085;0.566461;0.996155;1.683665;2.182110;-0.060740;-0.132223;0.096523;0.382455;0.368159;-0.054065;-0.345783;-0.112258;-0.112258;0.338625;-0.164021;-0.204156;0.028354;0.005869;0.289515;-0.179141;-0.195478;0.074146;0.074146;0.305291;-0.174739;-0.002747;0.260619;0.260619;0.493039;1.000000
0.214648;0.262221;0.286008;0.238435;0.286008;0.209910;0.044394;0.360379;0.029348;0.330285;0.789902;0.652400;0.686775;0.600836;0.652400;0.168006;0.368159;-0.132223;-0.103630;0.110819;0.171853;-0.371099;-0.371099;0.091742;-0.112258;0.215815;-0.226641;-0.229724;0.235217;0.025271;0.305291;-0.195478;-0.195478;0.324531;-0.159902;0.493039;-0.422632;-0.422632;0.088627;-0.159266;1.000000
0.428728;0.476301;0.619021;0.595234;0.357368;0.059441;0.631223;0.796739;1.714599;1.007395;0.205518;0.514898;0.703963;0.532085;0.618024;0.754167;0.239489;0.110819;-0.017850;-0.003553;0.029437;0.080687;0.926412;0.929715;1.665900;0.000994;0.263908;0.820199;1.035020;1.565716;0.109722;0.090483;0.861086;0.822606;1.650718;0.058035;0.042562;0.832659;0.847778;1.591811;1.000000
-0.189724;-0.356231;-0.475164;-0.475164;-0.380017;0.014301;-0.331778;-0.798231;-0.286637;-0.437106;-0.000735;-0.155425;-0.808560;-0.722621;-0.481992;-0.275189;-0.060740;-0.189409;-0.289486;-0.346672;0.051876;0.277793;-0.203471;-0.692247;0.040251;0.241423;0.473893;0.005830;-0.722025;0.020396;0.305291;0.283358;-0.217411;-0.718180;0.032974;0.493039;0.321047;-0.174739;-0.716590;0.073154;0.000000
-0.784390;-0.594097;-0.617883;-0.570310;-0.570310;-0.753091;-0.106074;-0.166262;-0.602622;-0.361871;-0.860123;-0.705433;-0.516368;-0.842935;-0.739809;-0.523950;-0.461045;-0.403859;-0.275189;-0.375266;-0.535481;-0.725171;0.080783;-0.433405;-0.692247;-0.540769;-0.750716;0.254698;-0.467030;-0.728191;-0.467796;-0.737420;0.071453;-0.448556;-0.718180;-0.468697;-0.732062;0.058035;-0.407159;-0.716590;1.000000
-0.641670;-0.665457;-0.689243;-0.689243;-0.760603;-0.798231;-0.602622;-0.783184;-0.768137;-0.783184;-0.464805;-0.636682;-0.774184;-0.756996;-0.791372;-0.303782;-0.346672;-0.482490;-0.491068;-0.499646;-0.725171;-0.721058;-0.487629;-0.721058;-0.721058;-0.725147;-0.699540;-0.467069;-0.725108;-0.722025;-0.737420;-0.737420;-0.487035;-0.737420;-0.737420;-0.732062;-0.732062;-0.484169;-0.732062;-0.732062;0.000000
-1.069829;-1.069829;-1.093616;-1.046043;-1.069829;-1.174403;-1.174403;-1.174403;-0.978794;-0.978794;-0.911686;-0.911686;-0.911686;-0.877311;-0.842935;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-1.235247;-1.235247;-0.998322;-1.238181;-1.238181;-1.238181;-1.238181;-1.005711;-1.257428;-1.257428;-1.257428;-1.257428;-0.987804;-1.243321;-1.243321;-1.243321;-1.243321;-0.979955;0.000000
-0.713030;-0.689243;-0.713030;-0.713030;-0.665457;-0.722997;-0.437106;-0.467200;-0.903559;-0.828325;-0.739809;-0.688245;-0.602307;-0.808560;-0.791372;-0.375266;-0.432452;-0.461045;-0.463905;-0.375266;-0.666930;-0.692247;-0.367604;-0.436900;-0.951088;-0.699540;-0.677055;-0.396492;-0.470113;-0.957618;-0.679910;-0.718180;-0.448556;-0.195478;-0.987804;-0.716590;-0.716590;-0.453224;-0.422632;-0.979955;1.000000
0.333581;0.333581;0.357368;0.523874;0.547661;0.149723;0.300192;0.240004;0.270098;0.736551;-0.155425;-0.155425;0.205518;0.480522;0.635212;0.825650;0.025040;0.625498;-0.146520;-0.075037;0.925604;0.542721;0.601914;0.653782;0.397818;0.635820;0.329650;0.584606;0.607169;0.736807;0.629731;0.340867;0.591461;0.552982;0.321837;0.615358;0.336520;0.615358;0.538348;0.305928;1.000000
0.856887;0.666594;0.666594;0.785527;1.094753;1.503943;0.691411;0.586082;0.450660;1.127770;0.841465;0.257081;-0.155425;0.050828;0.480522;0.439642;0.325269;-0.017850;0.296676;0.353862;2.120574;1.764730;0.736722;0.686041;0.689488;1.658766;1.426295;0.635820;0.517150;0.587728;1.942276;1.419364;0.591461;0.552982;0.591461;1.622757;1.343918;0.661423;0.584413;0.615358;1.000000
-0.070791;-0.284871;-0.308657;-0.284871;-0.356231;0.240004;-0.391965;-0.271590;-0.331778;-0.226449;-0.327303;-0.464805;-0.516368;0.153955;0.205518;-0.032147;-0.203706;-0.332376;-0.289486;-0.375266;1.375466;0.763170;-0.210365;-0.232283;-0.090436;1.596146;0.794630;-0.186467;-0.208991;-0.160899;1.342615;0.784127;-0.236651;-0.236651;-0.217411;1.359037;0.770768;-0.236276;-0.236276;-0.174739;1.000000
-0.522737;-0.546524;-0.594097;-0.617883;-0.689243;-0.316731;0.194863;0.315238;0.149723;-0.151215;-0.413241;-0.430429;-0.447617;-0.447617;-0.653870;-0.346672;-0.446749;-0.479631;-0.473912;-0.482490;-0.086941;-0.342288;0.193104;0.054753;0.371835;-0.160899;-0.441462;0.071572;0.000994;0.374620;-0.159902;-0.410286;0.109722;0.109722;0.398586;-0.205331;-0.407159;0.104100;0.523984;0.429003;1.000000
0.523874;0.737954;0.666594;0.500088;0.500088;0.796739;0.947208;0.992348;0.646270;1.082630;0.549273;0.497710;0.239893;0.050828;0.257081;0.053633;0.110819;0.082226;-0.089333;-0.060740;0.584486;1.222098;1.203676;1.426098;1.072740;0.677708;1.190781;1.363675;1.593063;1.142688;0.610282;1.130500;1.188010;1.380885;1.111261;0.522875;1.111144;1.172682;1.405102;1.141736;1.000000
-0.950896;-0.927109;-0.903323;-0.879536;-0.784390;-1.008888;-0.722997;-1.008888;-1.174403;-0.692903;-0.808560;-0.585119;-0.877311;-0.911686;-0.756996;-0.582566;-0.543966;-0.489638;-0.528239;-0.519661;-0.979900;-0.979900;-0.979900;-1.009329;-1.235247;-0.980103;-0.980103;-0.980103;-1.005711;-1.238181;-1.007044;-1.007044;-1.007044;-1.007044;-1.257428;-0.995428;-0.995428;-0.995428;-0.995428;-1.243321;1.000000
0.999607;0.642807;0.619021;0.595234;0.404941;1.443755;1.413661;0.736551;0.420567;0.240004;1.116469;0.686775;0.050828;-0.189801;-0.155425;0.168006;-0.046443;-0.046443;0.182303;-0.103630;0.740217;0.688870;0.718348;0.692983;0.656660;0.866960;1.014248;0.969278;0.584645;0.610213;0.921288;1.193606;0.668001;0.648971;0.591461;0.676896;1.142845;0.569294;0.584766;0.569294;1.000000
0.190862;0.262221;0.404941;0.714167;1.546699;0.435614;0.164770;-0.226449;0.104582;0.375426;-0.344490;-0.636682;-0.430429;0.411771;0.618024;0.382455;0.125116;0.210896;0.182303;0.168006;0.937940;0.941435;0.441549;0.047859;0.370931;1.057583;0.839679;0.459730;0.042921;0.077790;0.822606;0.841846;0.572222;0.052213;0.071453;0.801714;0.817187;0.553821;0.042562;0.058035;1.000000
-0.332444;-0.451377;-0.522737;-0.617883;-0.594097;-0.647762;-0.617669;-0.557481;-0.587575;-0.376918;0.016453;0.119579;0.188330;-0.275739;-0.344490;-0.403859;-0.375266;-0.403859;-0.493927;-0.515372;-0.626446;-0.692247;-0.695742;-0.695742;-0.666930;-0.484719;-0.484719;-0.526593;-0.292383;-0.699540;-0.718180;-0.718180;-0.699150;-0.699150;-0.718180;-0.670525;-0.716590;-0.685998;-0.685998;-0.670525;1.000000
-0.903323;-0.879536;-0.784390;-0.736817;-0.784390;-1.008888;-1.174403;-0.692903;-0.722997;-0.677856;-0.877311;-0.911686;-0.756996;-0.636682;-0.722621;-0.489638;-0.528239;-0.519661;-0.403859;-0.501076;-0.979900;-1.009329;-1.235247;-0.739481;-0.725171;-0.980103;-1.005711;-1.238181;-0.750716;-0.725147;-1.007044;-1.007044;-1.257428;-0.718180;-0.699150;-0.995428;-0.995428;-1.243321;-0.716590;-0.732062;1.000000
-1.069829;-1.069829;-1.046043;-1.046043;-1.022256;-1.174403;-1.174403;-1.174403;-1.174403;-1.174403;-0.911686;-0.911686;-0.911686;-0.911686;-0.911686;-0.589715;-0.589715;-0.589715;-0.589715;-0.589715;-1.235247;-1.235247;-1.235247;-1.235247;-1.235247;-1.238181;-1.238181;-1.238181;-1.238181;-1.238181;-1.257428;-1.257428;-1.257428;-1.257428;-1.257428;-1.243321;-1.243321;-1.243321;-1.243321;-1.243321;0.000000
0.476301;0.595234;0.523874;0.500088;0.404941;0.405520;0.345332;0.270098;0.285145;0.586082;-0.481992;-0.361678;0.171142;0.136767;0.033640;0.253786;0.411048;0.554015;0.668388;0.468235;0.401313;0.401313;0.426629;0.200712;0.463619;0.349052;0.352135;0.326567;0.139066;0.563873;0.379347;0.379347;0.379347;0.401280;0.436647;0.367465;0.367465;0.413530;0.165637;0.351993;1.000000
0.119502;-0.047005;-0.142151;-0.261084;-0.380017;-0.015793;-0.181309;-0.301684;-0.331778;-0.452153;-0.224176;-0.413241;-0.567931;-0.619494;-0.722621;-0.003553;-0.075037;-0.160816;-0.203706;-0.318079;-0.174660;-0.171164;-0.174563;-0.199976;-0.203375;-0.164021;-0.208991;-0.115929;-0.186506;-0.141497;0.112416;-0.102392;-0.178932;-0.121632;-0.198171;-0.159266;-0.143793;-0.143793;-0.205331;-0.205331;1.000000
